Date,Region,Total_State_Infections,SW.2,RV.1,NB.1.8.1,BA.3.2,XFZ,XFG.1.1,XFG,SB.1.1,RW.1.1,RK.1,XFG.10.4,Other,LF.7.9,XFG.6,XFG.23.1.3,RF.5.4,XFJ,XFG.14.1,PQ.2.8.1,PQ.17,BQ.1.1,XFY,LF.7,XFV,XFG.2.5.1,MC.1,PQ.2.1.6,PQ.17.11,KP.3.1.1,XFG.1,XFC,NW.1,LP.8.1,B.1.1.529,XEC,LF.7.7.2,PA.1,LF.7.7.1,JN.1,KP.2.3,JN.1.18,XDV.1,LB.1.3.1,XEQ,XEK,MC.10.1,KP.3,XEC.4,KS.1,MC.28.1,LF.7.2.1,JN.1.16,MC.19,KP.1.1.3,KP.1.1,KP.2,LB.1,JN.1.18.6,LP.1,JN.1.11.1,JN.1.16.1,KP.2.15,JN.1.7,LF.3.1,JN.1.13.1,JN.1.32,KW.1.1,HV.1,KP.4.1,XBB.1.16.15,KP.1.2,KQ.1,BA.2,JN.1.13,JN.1.8.1,XDP,JN.1.4.3,XBB.1.16,KV.2,XBB,BA.2.86,GE.1,JF.1,EG.5,JG.3,JD.1.1,HK.3,FL.1.5.1,XBB.1.16.6,EG.5.1.8,XBB.2.3,XBB.1.9.1,XBB.1.16.11,GK.1.1,HF.1,XBB.1.5.70,XBB.1.5,GK.2,XBB.1.9.2,CH.1.1,XBB.1.5.68,XBB.1.16.1,XBB.2.3.8,EG.6.1,XBB.1.42.2,XBB.1.5.72,XBB.1.5.10,FD.1.1,XBB.1.5.59,FE.1.1,XBB.1.5.1,XBB.1.16.17,FD.2,EU.1.1,BQ.1,BF.11,BA.4.6,BA.5,BA.2.12.1,BN.1,BA.5.2.6,B.1.617.2,BA.2.75,BF.7,BA.2.75.2,BA.4,BA.1.1,PJ.2.1
2023-07-02,MN,1424,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,2,0,0,0,0,189,0,143,1,6,0,66,0,0,3,0,26,0,95,138,11,0,0,11,395,0,64,21,23,93,6,5,6,21,19,5,3,14,22,0,4,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-03,MN,1428,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,2,0,0,0,0,191,0,145,1,7,0,69,0,0,3,0,27,0,96,139,11,0,0,11,385,0,66,21,22,95,6,5,7,21,20,5,3,14,22,0,5,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,MN,1433,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,3,0,0,0,0,193,0,146,1,7,0,71,0,0,3,0,28,0,97,141,12,0,0,11,374,0,67,22,22,96,6,5,7,22,20,5,3,14,22,0,5,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,MN,1437,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,3,0,0,0,0,196,0,147,1,7,0,74,0,0,4,0,29,0,98,142,12,0,0,11,364,0,68,22,22,98,6,5,7,22,20,5,3,15,22,0,5,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,MN,1441,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,3,0,0,0,0,198,0,149,1,7,0,76,0,0,4,0,30,0,98,144,12,0,0,11,353,0,69,23,22,99,6,5,7,23,20,5,3,15,21,0,5,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,MN,1445,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,3,0,0,0,0,200,0,150,1,8,0,79,0,0,4,0,31,0,99,146,13,0,0,11,342,0,70,23,21,101,7,5,8,23,21,5,3,15,21,0,5,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,MN,1449,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,3,0,0,0,0,199,0,149,1,8,0,80,0,0,4,18,31,0,98,145,13,0,3,10,326,3,70,23,21,101,7,5,8,23,21,5,3,16,21,0,5,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,MN,1481,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,3,0,0,0,0,204,0,149,1,8,0,87,0,0,4,20,33,0,102,146,14,0,3,11,328,3,71,23,21,104,7,6,8,24,21,5,3,16,21,0,5,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,MN,1513,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,3,0,0,0,0,208,0,149,1,9,0,94,0,0,4,22,35,0,105,147,14,0,3,12,329,4,71,23,21,107,7,7,8,25,22,5,3,16,20,0,5,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,MN,1545,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,3,0,0,0,0,212,0,149,1,9,0,102,0,0,4,24,36,0,109,148,15,0,4,13,330,4,72,23,22,110,7,7,8,26,22,6,4,17,20,0,5,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,MN,1577,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,3,0,0,0,0,217,0,149,1,10,0,109,0,0,4,26,38,0,112,148,16,0,4,13,331,5,72,23,22,113,8,8,9,27,23,6,4,17,20,0,5,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,MN,1609,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,3,0,0,0,0,221,0,148,1,10,0,117,0,0,4,28,40,0,116,149,16,0,5,14,332,6,73,23,23,115,8,9,9,28,24,6,5,18,20,0,5,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,MN,1641,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,3,0,0,0,0,225,0,148,1,11,0,125,0,0,4,30,42,0,119,149,17,0,5,15,332,6,73,23,23,118,8,10,9,28,24,6,5,18,19,0,5,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-15,MN,1673,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,3,0,0,0,0,229,0,147,1,12,0,134,0,0,4,32,44,0,123,150,18,0,5,16,332,7,73,23,23,121,8,11,9,29,25,6,5,19,19,0,5,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,MN,1690,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,3,0,0,0,0,232,0,145,2,12,0,141,0,0,4,34,46,0,126,149,18,0,6,16,329,8,73,23,23,123,9,12,9,30,25,6,6,19,18,0,5,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,MN,1708,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,3,0,0,0,0,234,0,142,2,12,0,148,0,0,4,36,47,0,128,148,19,0,6,17,326,8,73,22,23,125,9,12,9,31,26,6,6,19,18,0,5,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,MN,1725,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,0,236,0,140,2,13,0,156,0,0,5,38,49,0,131,147,19,0,7,18,323,9,72,22,24,127,9,13,10,31,26,6,7,20,17,0,5,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-19,MN,1742,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,0,238,0,138,2,14,0,164,0,0,5,40,51,0,134,145,20,0,7,19,319,10,72,22,24,129,9,14,10,32,26,6,7,20,17,0,4,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-20,MN,1759,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,0,241,0,135,2,14,0,171,0,0,5,42,53,0,136,144,21,0,8,19,316,10,71,21,24,131,10,15,10,33,27,6,8,20,16,0,4,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-21,MN,1776,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,0,243,0,132,2,15,0,179,0,0,5,44,54,0,139,143,21,0,8,20,312,11,71,21,24,133,10,16,10,34,27,7,8,21,15,0,4,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-22,MN,1793,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,3,0,0,0,0,245,0,130,2,15,0,188,0,0,5,46,56,0,142,141,22,0,8,21,308,12,70,21,24,135,10,17,10,34,27,7,8,21,15,0,4,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-23,MN,1901,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,3,0,0,0,0,259,0,133,2,16,0,206,0,0,5,51,61,0,152,147,24,0,9,23,319,13,73,21,25,144,11,19,11,37,29,7,9,22,15,0,4,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-24,MN,2008,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,3,0,0,0,0,274,0,136,2,18,0,224,0,0,6,56,66,0,162,152,25,0,10,25,329,15,76,22,27,153,12,21,11,39,31,7,10,24,15,0,4,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-25,MN,2115,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,3,0,0,0,0,288,0,139,2,19,0,244,0,0,6,61,71,0,173,157,27,0,11,27,339,16,79,22,28,162,12,23,12,42,33,8,11,25,15,0,4,11,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-26,MN,2223,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,3,0,0,0,0,303,0,141,2,21,0,264,0,0,6,66,76,0,183,161,29,0,12,29,347,18,81,23,29,172,13,25,13,44,35,8,12,26,14,0,4,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-27,MN,2330,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,3,0,0,0,0,317,0,143,2,22,0,285,0,0,7,71,81,0,194,166,31,0,13,31,355,19,84,23,31,181,14,27,13,47,37,9,13,28,14,0,4,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,MN,2437,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,4,0,0,0,0,332,0,144,2,24,0,307,0,0,7,77,87,0,205,169,33,0,15,33,362,21,86,23,32,190,15,29,14,50,38,9,15,29,13,0,4,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,MN,2545,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,4,0,0,0,0,346,0,145,2,25,0,330,0,0,7,83,92,0,216,173,35,0,16,36,368,23,88,23,33,200,16,32,14,52,40,10,16,31,13,0,4,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,MN,2541,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,4,0,0,0,0,345,0,139,2,26,0,339,0,0,7,85,94,0,218,169,36,0,16,37,357,24,86,22,33,200,16,33,14,53,40,10,16,31,12,0,4,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-31,MN,2537,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,4,0,0,0,0,345,0,133,2,26,0,348,0,0,7,88,96,0,219,165,36,0,17,37,346,25,84,21,33,201,16,34,14,53,41,10,17,31,11,0,4,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-08-01,MN,2533,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,4,0,0,0,0,344,0,127,2,27,0,356,0,0,7,90,98,0,221,160,37,0,17,38,336,26,83,21,32,202,16,35,14,54,41,10,17,31,9,0,3,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-08-02,MN,2529,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,4,0,0,0,0,343,0,121,2,28,0,365,0,0,7,92,99,0,223,156,37,0,18,39,325,27,81,20,32,203,16,36,15,54,41,10,18,31,8,0,3,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-08-03,MN,2525,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,3,0,0,0,0,343,0,115,2,28,0,374,0,0,7,95,101,0,225,152,38,0,18,40,315,27,79,19,32,203,17,37,15,55,41,10,18,31,7,0,3,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-08-04,MN,2521,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,3,0,0,0,0,342,0,109,2,29,0,382,0,0,7,97,103,0,226,148,38,0,19,40,304,28,77,18,32,204,17,38,15,55,41,10,19,31,6,0,3,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-08-05,MN,2517,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,3,0,0,0,0,337,0,102,2,29,2,386,0,5,7,98,103,0,225,142,38,22,19,41,290,29,74,17,31,202,17,38,14,55,41,10,19,31,5,2,2,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2023-08-06,MN,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,1,0,8,0,0,0,2,2,0,5,3,1,0,0,1,6,1,1,0,1,4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-07,MN,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,2,0,1,0,9,0,0,0,2,2,0,5,3,1,1,0,1,6,1,2,0,1,4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-08,MN,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,2,0,1,0,9,0,0,0,2,3,0,5,3,1,1,1,1,6,1,2,0,1,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-09,MN,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,2,0,1,0,10,0,0,0,3,3,0,5,3,1,1,1,1,7,1,2,0,1,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-10,MN,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,3,0,1,0,11,0,0,0,3,3,0,6,3,1,1,1,1,7,1,2,0,1,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-11,MN,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,3,0,1,0,11,0,0,0,3,3,0,6,4,1,1,1,1,7,1,2,0,1,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-12,MN,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,3,0,1,0,12,0,0,0,3,3,0,6,4,1,1,1,1,7,1,2,0,1,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-13,MN,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,3,0,1,0,12,0,0,0,3,4,0,6,4,1,1,1,1,7,1,2,0,1,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-14,MN,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,3,0,1,0,13,0,0,0,4,4,0,7,4,2,1,1,1,7,1,2,0,1,5,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-15,MN,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,3,0,1,0,14,0,0,0,4,4,0,7,4,2,1,1,1,7,1,2,0,1,5,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-16,MN,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,1,0,15,0,0,0,4,4,0,7,4,2,1,1,1,8,1,2,0,1,6,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-17,MN,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,10,0,3,0,1,0,15,0,0,0,4,5,0,8,4,2,1,1,1,8,1,2,1,1,6,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-18,MN,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,10,0,4,0,1,0,16,0,0,0,5,5,0,8,4,2,1,1,2,8,1,2,1,1,6,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
