Date,Region,Total_State_Infections,XFG.1.1,XFG.6,BA.3.2,XFJ,XFG.14.1,RV.1,XFG,PQ.17,NB.1.8.1,LF.7.9,XFZ,PQ.2.8.1,XFG.2.5.1,XFG.23.1.3,Other,LF.7,XFV,XFG.10.4,NW.1,BQ.1.1,XFY,XFC,PQ.2.1.6,PQ.17.11,KP.3.1.1,XFG.1,XEC,MC.1,LP.8.1,KP.3,JN.1,JN.1.7,B.1.1.529,XDV.1,PA.1,BA.5,BA.2,XEC.4,XBB.1.5,XBB.1.16,JN.1.16.1,MC.10.1,LF.7.7.2,LF.7.7.1,LF.7.2.1,KP.1.1.3,JN.1.16,XEK,MC.28.1,HV.1,EG.5,XEQ,LB.1.3.1,KP.2.3,JN.1.18,BQ.1,LF.3.1,KS.1,LB.1,KP.1.1,MC.19,KP.2,JN.1.11.1,LP.1,JN.1.18.6,GK.1.1,KV.2,JN.1.13,HF.1,XBB.1.16.15,KP.2.15,CH.1.1,BA.4.6,KP.4.1,JN.1.8.1,JN.1.32,JG.3,BF.7,XBB.1.9.1,XBB.1.16.11,KW.1.1,KQ.1,KP.1.2,JN.1.13.1,XDP,BA.2.86,BA.2.12.1,XBB.1.5.68,JN.1.4.3,EG.5.1.8,BA.1.1,XBB.2.3,XBB.1.16.6,XBB,JF.1,GE.1,XBB.1.16.1,HK.3,FL.1.5.1,XBB.1.16.17,JD.1.1,GK.2,BA.5.2.6,XBB.1.5.70,XBB.1.9.2,XBB.1.5.72,XBB.1.5.10,XBB.1.42.2,EG.6.1,XBB.2.3.8,XBB.1.5.59,XBB.1.5.1,FD.1.1,BF.11,FE.1.1,BA.2.75,EU.1.1,BA.4,FD.2,B.1.617.2,BN.1,BA.2.75.2
2023-01-31,US,646126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624,0,0,0,0,182928,0,0,0,0,0,0,0,0,0,0,15,0,164,0,0,37661,3237,0,254726,28,0,0,0,0,0,0,0,0,0,28,39,0,0,0,0,91382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8726,1374,0,0,0,40,9400,741,15,0,0,0,0,0,31,68,96,0,16,133,119,0,24782,0,0,0,0,0,0,0,0,3024,0,237,74,639,0,0,0,54,2463,0,1674,0,2201,0,101,3937,19,12135,1189
2023-02-01,US,641812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598,0,0,0,0,178091,0,0,0,0,0,0,0,0,0,0,15,0,164,0,0,36191,3176,0,261386,28,0,0,0,0,0,0,0,0,0,28,39,0,0,0,0,88197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8639,1320,0,0,0,40,8965,797,15,0,0,0,0,0,31,67,96,0,16,127,125,0,24362,0,0,0,0,0,0,0,0,2903,0,251,75,662,0,0,0,56,2565,0,1611,0,2126,0,97,4094,20,11685,1153
2023-02-02,US,637499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572,0,0,0,0,173303,0,0,0,0,0,0,0,0,0,0,15,0,165,0,0,34737,3116,0,267934,28,0,0,0,0,0,0,0,0,0,28,40,0,0,0,0,85046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8553,1267,0,0,0,40,8536,851,15,0,0,0,0,0,31,65,96,0,16,120,131,0,23946,0,0,0,0,0,0,0,0,2783,0,265,77,684,0,0,0,58,2665,0,1549,0,2051,0,93,4248,20,11240,1117
2023-02-03,US,633186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547,0,0,0,0,168564,0,0,0,0,0,0,0,0,0,0,15,0,165,0,0,33300,3056,0,274369,28,0,0,0,0,0,0,0,0,0,28,41,0,0,0,0,81929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8467,1214,0,0,0,40,8111,905,15,0,0,0,0,0,31,63,96,0,16,114,136,0,23533,0,0,0,0,0,0,0,0,2664,0,278,78,706,0,0,0,61,2763,0,1488,0,1977,0,89,4399,21,10800,1082
2023-02-04,US,628873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521,0,0,0,0,163873,0,0,0,0,0,0,0,0,0,0,15,0,165,0,0,31879,2996,0,280692,28,0,0,0,0,0,0,0,0,0,28,42,0,0,0,0,78847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8382,1162,0,0,0,40,7691,957,15,0,0,0,0,0,31,61,95,0,16,107,141,0,23124,0,0,0,0,0,0,0,0,2546,0,291,80,728,0,0,0,63,2860,0,1427,0,1904,0,85,4548,21,10364,1047
2023-02-05,US,626320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,0,0,0,0,159679,0,0,0,0,0,0,0,0,0,0,15,0,166,0,0,30560,2945,0,287711,28,0,0,0,0,0,0,0,0,0,28,43,0,0,0,0,76014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8320,1113,0,0,0,41,7297,1012,16,0,0,0,0,0,31,60,95,0,16,101,147,0,22782,0,0,0,0,0,0,0,0,2437,0,305,81,751,0,0,0,65,2963,0,1371,0,1837,0,82,4708,21,9962,1015
2023-02-06,US,623766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484,0,0,0,0,155514,0,0,0,0,0,0,0,0,0,0,15,0,166,0,0,29251,2895,0,294664,28,0,0,0,0,0,0,0,0,0,28,44,0,0,0,0,73200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8259,1065,0,0,0,41,6906,1066,16,0,0,0,0,0,31,58,95,0,17,95,153,0,22442,0,0,0,0,0,0,0,0,2329,0,319,83,774,0,0,0,68,3065,0,1315,0,1770,0,78,4866,22,9563,984
2023-02-07,US,621213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2465,0,0,0,0,151377,0,0,0,0,0,0,0,0,0,0,15,0,167,0,0,27951,2845,0,301550,28,0,0,0,0,0,0,0,0,0,28,45,0,0,0,0,70408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8198,1017,0,0,0,41,6517,1120,16,0,0,0,0,0,31,57,95,0,17,89,158,0,22104,0,0,0,0,0,0,0,0,2221,0,333,84,797,0,0,0,70,3167,0,1260,0,1704,0,74,5023,22,9166,952
2023-02-08,US,618659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447,0,0,0,0,147270,0,0,0,0,0,0,0,0,0,0,15,0,167,0,0,26662,2795,0,308370,27,0,0,0,0,0,0,0,0,0,28,46,0,0,0,0,67635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8137,970,0,0,0,41,6132,1174,16,0,0,0,0,0,31,55,95,0,17,83,164,0,21769,0,0,0,0,0,0,0,0,2114,0,346,86,820,0,0,0,72,3268,0,1205,0,1638,0,71,5179,23,8772,921
2023-02-09,US,616106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,0,0,0,0,143191,0,0,0,0,0,0,0,0,0,0,15,0,168,0,0,25382,2745,0,315123,27,0,0,0,0,0,0,0,0,0,28,47,0,0,0,0,64884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8076,923,0,0,0,42,5750,1226,16,0,0,0,0,0,31,54,95,0,17,78,170,0,21435,0,0,0,0,0,0,0,0,2008,0,359,87,842,0,0,0,74,3367,0,1150,0,1573,0,67,5333,23,8382,891
2023-02-10,US,613552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,0,0,0,0,139141,0,0,0,0,0,0,0,0,0,0,15,0,168,0,0,24111,2696,0,321810,27,0,0,0,0,0,0,0,0,0,27,47,0,0,0,0,62152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8016,876,0,0,0,42,5370,1279,16,0,0,0,0,0,31,52,95,0,17,72,175,0,21103,0,0,0,0,0,0,0,0,1903,0,373,89,865,0,0,0,77,3466,0,1096,0,1508,0,63,5485,24,7994,860
2023-02-11,US,610999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393,0,0,0,0,135119,0,0,0,0,0,0,0,0,0,0,15,0,169,0,0,22851,2647,0,328430,27,0,0,0,0,0,0,0,0,0,27,48,0,0,0,0,59441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,830,0,0,0,42,4994,1331,16,0,0,0,0,0,31,51,95,0,17,66,180,0,20773,0,0,0,0,0,0,0,0,1799,0,386,90,887,0,0,0,79,3564,0,1042,0,1444,0,60,5636,24,7609,830
2023-02-12,US,604713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360,0,0,0,0,130322,0,0,0,0,0,0,0,0,0,0,15,0,169,0,0,21467,2583,0,332929,27,0,0,0,0,0,0,0,0,0,27,49,0,0,0,0,56403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7847,779,0,0,0,42,4592,1374,16,0,0,0,0,0,31,49,95,0,17,60,185,0,20320,0,0,0,0,0,0,0,0,1685,0,396,91,903,0,0,0,80,3638,0,983,0,1372,0,56,5750,24,7183,795
2023-02-13,US,598428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,0,0,0,0,125596,0,0,0,0,0,0,0,0,0,0,15,0,168,0,0,20107,2519,0,337264,27,0,0,0,0,0,0,0,0,0,27,49,0,0,0,0,53415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7739,729,0,0,0,42,4197,1416,16,0,0,0,0,0,30,47,94,0,17,54,189,0,19872,0,0,0,0,0,0,0,0,1573,0,407,92,919,0,0,0,82,3710,0,925,0,1301,0,52,5861,25,6764,760
2023-02-14,US,592142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295,0,0,0,0,120941,0,0,0,0,0,0,0,0,0,0,15,0,167,0,0,18772,2456,0,341436,27,0,0,0,0,0,0,0,0,0,27,50,0,0,0,0,50477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7632,680,0,0,0,42,3810,1456,16,0,0,0,0,0,30,46,93,0,17,48,193,0,19429,0,0,0,0,0,0,0,0,1463,0,417,93,934,0,0,0,84,3780,0,867,0,1231,0,48,5968,25,6353,726
2023-02-15,US,585856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2263,0,0,0,0,116356,0,0,0,0,0,0,0,0,0,0,15,0,167,0,0,17460,2394,0,345443,27,0,0,0,0,0,0,0,0,0,27,50,0,0,0,0,47590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7525,632,0,0,0,42,3430,1496,16,0,0,0,0,0,30,44,93,0,17,42,197,0,18990,0,0,0,0,0,0,0,0,1355,0,426,94,949,0,0,0,85,3847,0,811,0,1162,0,45,6071,25,5948,693
2023-02-16,US,579571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231,0,0,0,0,111843,0,0,0,0,0,0,0,0,0,0,15,0,166,0,0,16172,2333,0,349287,26,0,0,0,0,0,0,0,0,0,26,51,0,0,0,0,44753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7419,584,0,0,0,42,3057,1534,16,0,0,0,0,0,30,42,92,0,17,37,200,0,18557,0,0,0,0,0,0,0,0,1249,0,436,94,963,0,0,0,87,3912,0,756,0,1095,0,41,6171,25,5551,660
2023-02-17,US,573285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199,0,0,0,0,107400,0,0,0,0,0,0,0,0,0,0,15,0,166,0,0,14908,2272,0,352968,26,0,0,0,0,0,0,0,0,0,26,51,0,0,0,0,41967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7313,538,0,0,0,42,2692,1571,16,0,0,0,0,0,30,40,91,0,17,31,204,0,18129,0,0,0,0,0,0,0,0,1145,0,445,95,976,0,0,0,88,3975,0,701,0,1029,0,38,6267,26,5161,628
2023-02-18,US,566999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2167,0,0,0,0,103018,0,0,0,0,0,0,0,0,0,0,14,0,165,0,0,13666,2212,0,356452,26,0,0,0,0,0,0,0,0,0,26,52,0,0,0,0,39228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7208,492,0,0,0,42,2333,1607,16,0,0,0,0,0,29,39,91,0,18,26,207,0,17704,0,13,0,26,13,0,0,0,1042,0,453,96,989,0,0,0,90,4036,0,648,0,964,0,34,6359,26,4778,596
2023-02-19,US,554583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097,0,0,0,0,98661,0,0,0,0,0,0,0,0,0,0,14,0,157,0,0,13055,2131,0,351609,68,0,0,0,0,0,0,0,0,0,25,49,0,0,0,0,37546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6999,468,0,0,0,41,2233,1750,16,0,0,0,0,0,29,39,98,0,17,26,229,0,17220,0,14,0,32,13,0,0,0,992,0,510,95,988,0,0,0,92,4033,0,620,0,931,0,34,6479,25,4575,574
2023-02-20,US,542168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,0,0,0,0,94399,0,0,0,0,0,0,0,0,0,0,14,0,149,0,0,12459,2051,0,346633,108,0,0,0,0,0,0,0,0,0,24,47,0,0,0,0,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6793,445,0,0,0,40,2135,1884,16,0,0,0,0,0,28,40,104,0,17,26,249,0,16740,0,14,0,37,13,0,0,0,943,0,563,95,986,0,0,0,94,4027,0,592,0,900,0,34,6587,24,4376,552
2023-02-21,US,529752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,0,0,0,90230,0,0,0,0,0,0,0,0,0,0,14,0,141,0,0,11876,1973,0,341525,147,0,0,0,0,0,0,0,0,0,23,45,0,0,0,0,34292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6589,422,0,0,0,40,2039,2011,15,0,0,0,0,0,28,40,110,0,17,27,268,0,16265,0,15,0,42,13,0,0,0,895,0,613,94,984,0,0,0,96,4017,0,565,0,869,0,33,6684,23,4182,530
2023-02-22,US,517336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,0,0,0,0,86155,0,0,0,0,0,0,0,0,0,0,13,0,133,0,0,11307,1896,0,336285,183,0,0,0,0,0,0,0,0,0,22,43,0,0,0,0,32720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6388,400,0,0,0,39,1945,2130,15,0,0,0,0,0,27,41,116,0,17,27,286,0,15794,0,16,0,47,13,0,0,0,848,0,660,93,980,0,0,0,97,4003,0,539,0,838,0,33,6768,22,3993,509
2023-02-23,US,504920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,0,0,0,0,82175,0,0,0,0,0,0,0,0,0,0,13,0,126,0,0,10752,1821,0,330912,218,0,0,0,0,0,0,0,0,0,22,41,0,0,0,0,31185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6188,378,0,0,0,39,1853,2241,15,0,0,0,0,0,27,41,121,0,16,27,302,0,15327,0,16,0,51,13,0,0,0,803,0,704,93,975,0,0,0,99,3986,0,513,0,808,0,33,6842,22,3807,488
2023-02-24,US,492504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,0,0,78288,0,0,0,0,0,0,0,0,0,0,13,0,119,0,0,10211,1747,0,325406,250,0,0,0,0,0,0,0,0,0,21,38,0,0,0,0,29687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5991,357,0,0,0,38,1764,2344,15,0,0,0,0,0,26,41,126,0,16,27,318,0,14865,0,17,0,55,13,0,0,0,759,0,745,92,970,0,0,0,100,3964,0,488,0,778,0,32,6903,21,3627,468
2023-02-25,US,480088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,0,0,0,74495,0,0,0,0,0,0,0,0,0,0,13,0,112,0,0,9684,1674,0,319768,281,0,0,0,0,0,0,0,0,0,20,36,0,0,0,0,28226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5797,337,0,0,0,37,1677,2440,14,0,0,0,0,0,26,41,131,0,16,27,332,0,14407,0,17,0,59,12,0,0,0,716,0,784,91,963,0,0,0,101,3939,0,464,0,749,0,32,6953,20,3450,448
2023-02-26,US,469452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,0,0,0,0,71066,0,0,0,0,0,0,0,0,0,0,12,0,105,0,0,9206,1609,0,315192,311,0,0,0,0,0,0,0,0,0,19,35,0,0,0,0,26904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,318,0,0,0,37,1598,2536,14,0,0,0,0,0,25,42,135,0,16,27,347,0,14006,0,18,0,63,12,0,0,0,677,0,822,90,959,0,0,0,102,3925,0,441,0,723,0,32,7019,19,3291,430
2023-02-27,US,458816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,0,0,0,0,67717,0,0,0,0,0,0,0,0,0,0,12,0,99,0,0,8740,1546,0,310503,339,0,0,0,0,0,0,0,0,0,19,33,0,0,0,0,25613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5456,300,0,0,0,36,1521,2626,14,0,0,0,0,0,25,42,140,0,16,27,361,0,13609,0,18,0,67,12,0,0,0,639,0,858,90,954,0,0,0,104,3907,0,420,0,698,0,32,7074,19,3135,413
2023-02-28,US,448180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,64449,0,0,0,0,0,0,0,0,0,0,12,0,93,0,0,8286,1484,0,305700,366,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,24354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289,283,0,0,0,36,1446,2709,14,0,0,0,0,0,24,42,144,0,15,27,373,0,13216,0,19,0,70,12,0,0,0,601,0,892,89,949,0,0,0,105,3886,0,399,0,673,0,31,7119,18,2983,396
2023-03-01,US,437544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,0,0,0,0,61262,0,0,0,0,0,0,0,0,0,0,12,0,87,0,0,7843,1422,0,300783,391,0,0,0,0,0,0,0,0,0,17,29,0,0,0,0,23126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5123,266,0,0,0,35,1372,2785,14,0,0,0,0,0,24,42,147,0,15,27,385,0,12826,0,19,0,74,12,0,0,0,565,0,923,88,943,0,0,0,105,3862,0,378,0,648,0,31,7154,17,2834,379
2023-03-02,US,426908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422,0,0,0,0,58155,0,0,0,0,0,0,0,0,0,0,12,0,82,0,0,7413,1363,0,295753,414,0,0,0,0,0,0,0,0,0,16,28,0,0,0,0,21930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4960,249,0,0,0,35,1301,2855,13,0,0,0,0,0,23,42,150,0,15,27,395,0,12440,0,19,0,76,12,0,0,0,531,0,951,87,936,0,0,0,106,3834,0,358,0,624,0,31,7180,16,2690,363
2023-03-03,US,416272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,0,0,0,55128,0,0,0,0,0,0,0,0,0,0,11,0,76,0,0,6995,1304,0,290609,436,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,20766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4799,233,0,0,0,34,1232,2917,13,0,0,0,0,0,23,42,153,0,15,27,405,0,12058,0,20,0,79,12,0,0,0,497,0,977,87,928,0,0,0,107,3803,0,339,0,600,0,30,7195,16,2549,347
2023-03-04,US,405636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,0,0,0,0,52182,0,0,0,0,0,0,0,0,0,0,11,0,71,0,0,6588,1247,0,285352,456,0,0,0,0,0,0,0,0,0,15,24,0,0,0,0,19633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4639,217,0,0,0,33,1164,2973,13,0,0,0,0,0,22,42,156,0,15,27,414,0,11679,0,20,0,82,12,0,0,0,464,0,1000,86,919,0,0,0,107,3769,0,320,0,577,0,30,7201,15,2412,331
2023-03-05,US,398278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,0,0,0,0,49726,0,0,0,0,0,0,0,0,0,0,11,0,66,0,0,6245,1201,0,282304,478,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,18685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4519,204,0,0,0,33,1108,3047,13,0,0,0,0,0,22,42,159,0,14,27,425,0,11398,0,20,0,85,12,0,0,0,436,0,1029,85,918,0,0,0,108,3763,0,304,0,558,0,30,7256,15,2298,318
2023-03-06,US,390920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,0,0,0,0,47326,0,0,0,0,0,0,0,0,0,0,11,0,62,0,0,5910,1155,0,279178,500,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,17759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4399,191,0,0,0,33,1052,3117,13,0,0,0,0,0,22,43,163,0,14,27,435,0,11120,0,21,0,87,12,0,0,0,408,0,1057,85,915,0,0,0,109,3754,0,289,0,540,0,30,7305,14,2186,306
2023-03-07,US,383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,44981,0,0,0,0,0,0,0,0,0,0,11,0,57,0,0,5583,1111,0,275974,520,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,16856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4282,178,0,0,0,32,998,3181,12,0,0,0,0,0,21,43,166,0,14,27,445,0,10844,0,21,0,90,12,0,0,0,381,0,1083,84,912,0,0,0,110,3743,0,273,0,522,0,29,7347,14,2077,293
2023-03-08,US,376203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,42692,0,0,0,0,0,0,0,0,0,0,10,0,53,0,0,5265,1067,0,272690,539,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,15973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165,166,0,0,0,32,946,3241,12,0,0,0,0,0,21,43,169,0,14,27,454,0,10571,0,21,0,92,12,0,0,0,355,0,1107,84,909,0,0,0,110,3729,0,259,0,505,0,29,7381,13,1971,281
2023-03-09,US,368845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,0,0,0,0,40459,0,0,0,0,0,0,0,0,0,0,10,0,49,0,0,4955,1025,0,269328,557,0,0,0,0,0,0,0,0,0,13,18,0,0,0,0,15113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050,154,0,0,0,32,894,3296,12,0,0,0,0,0,21,43,171,0,14,27,462,0,10300,0,21,0,95,12,0,0,0,330,0,1129,83,905,0,0,0,111,3714,0,244,0,488,0,29,7409,13,1867,270
2023-03-10,US,361487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,0,0,0,0,38282,0,0,0,0,0,0,0,0,0,0,10,0,45,0,0,4653,983,0,265888,574,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,14275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3936,142,0,0,0,31,844,3346,12,0,0,0,0,0,20,43,174,0,14,27,470,0,10032,0,22,0,97,12,0,0,0,306,0,1150,83,900,0,0,0,112,3696,0,230,0,471,0,29,7430,12,1765,258
2023-03-11,US,354129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,36160,0,0,0,0,0,0,0,0,0,0,10,0,41,0,0,4359,942,0,262369,589,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,13458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824,131,0,0,0,31,796,3392,12,0,0,0,0,0,20,43,176,0,14,27,477,0,9766,0,22,0,99,11,0,0,0,282,0,1168,82,895,0,0,0,112,3676,0,217,0,454,0,28,7444,12,1667,247
2023-03-12,US,351383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0,0,0,34548,0,0,0,0,0,0,0,0,0,0,10,0,38,0,0,4128,914,0,262213,612,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,12832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,121,0,0,0,31,758,3479,12,0,0,0,0,0,20,44,180,0,14,27,490,0,9629,0,22,0,102,12,0,0,0,262,0,1201,83,901,0,0,0,114,3702,0,206,0,444,0,29,7551,11,1591,239
2023-03-13,US,348637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,32956,0,0,0,0,0,0,0,0,0,0,10,0,35,0,0,3900,886,0,262027,634,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,12214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3701,112,0,0,0,31,721,3564,12,0,0,0,0,0,20,44,184,0,14,28,502,0,9493,0,23,0,105,12,0,0,0,243,0,1233,83,907,0,0,0,115,3727,0,196,0,433,0,29,7655,11,1517,232
2023-03-14,US,345891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,31385,0,0,0,0,0,0,0,0,0,0,10,0,32,0,0,3675,859,0,261813,655,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,11604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640,103,0,0,0,31,685,3647,12,0,0,0,0,0,20,45,188,0,14,28,514,0,9358,0,23,0,108,12,0,0,0,224,0,1265,83,913,0,0,0,117,3751,0,185,0,423,0,29,7756,11,1444,224
2023-03-15,US,343145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,29835,0,0,0,0,0,0,0,0,0,0,10,0,28,0,0,3453,831,0,261569,677,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,11002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580,94,0,0,0,31,649,3728,12,0,0,0,0,0,20,45,192,0,14,28,526,0,9224,0,24,0,111,12,0,0,0,205,0,1295,84,918,0,0,0,119,3775,0,175,0,413,0,29,7855,11,1372,216
2023-03-16,US,340399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0,0,0,0,28305,0,0,0,0,0,0,0,0,0,0,10,0,25,0,0,3234,805,0,261296,698,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,10408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3521,85,0,0,0,31,613,3808,12,0,0,0,0,0,20,46,196,0,14,28,538,0,9092,0,24,0,114,12,0,0,0,186,0,1326,84,924,0,0,0,120,3798,0,165,0,403,0,29,7951,10,1300,209
2023-03-17,US,337653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,26797,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,3018,778,0,260993,718,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,9823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,77,0,0,0,31,578,3885,12,0,0,0,0,0,20,46,200,0,14,29,549,0,8960,0,25,0,117,12,0,0,0,168,0,1355,84,929,0,0,0,122,3820,0,155,0,393,0,29,8045,10,1230,201
2023-03-18,US,334907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0,25276,0,0,0,0,0,0,0,0,0,0,10,0,19,0,0,2801,751,0,260322,737,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,9233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3398,68,0,0,0,31,543,3956,12,0,0,0,0,0,19,47,204,0,14,29,560,0,8817,0,25,223,119,12,0,0,0,150,0,1382,85,933,0,0,0,123,3836,48,145,58,383,107,29,8125,10,1159,194
2023-03-19,US,336995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,24843,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,2749,740,0,262089,901,0,0,0,0,0,0,0,0,0,10,24,0,0,0,0,9065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422,66,0,0,0,31,529,4264,12,0,0,0,0,0,20,48,234,0,14,29,630,0,8833,0,26,290,124,12,0,0,0,148,0,1507,86,963,0,0,0,127,3924,49,143,72,375,121,29,8171,10,1144,190
