Date,Region,Total_State_Infections,XFG.1.1,RW.1.1,XFZ,XFG,RV.1,XFG.6,XFG.2.5.1,XFG.14.1,SW.2,RK.1,PQ.2.1.6,PQ.17,Other,NB.1.8.1,BA.3.2,XFG.23.1.3,PQ.2.8.1,NW.1,LF.7,XFC,PQ.17.11,LF.7.9,KP.3.1.1,XFY,XFJ,XFG.10.4,JN.1,XFV,PA.1,LP.8.1,JN.1.16.1,BA.2,B.1.1.529,XFG.1,XBB.1.16,XDV.1,XEC.4,XEC,LF.7.7.1,KP.3,XEQ,BQ.1,MC.28.1,MC.10.1,LF.7.7.2,MC.1,LB.1.3.1,HV.1,XEK,MC.19,KS.1,LF.7.2.1,JN.1.16,LB.1,KV.2,KP.2,KP.1.1,KP.2.3,KP.1.1.3,JN.1.18.6,LP.1,JN.1.7,JN.1.11.1,LF.3.1,JN.1.13,KP.4.1,JN.1.18,KQ.1,KP.2.15,KP.1.2,KW.1.1,BA.2.86,XBB.1.5.68,JN.1.4.3,JN.1.32,JN.1.13.1,EG.5,BA.1.1,XDP,JN.1.8.1,XBB.1.16.1,GE.1,FL.1.5.1,BQ.1.1,XBB.2.3,XBB.1.16.6,XBB.1.16.17,JG.3,JF.1,JD.1.1,HK.3,EG.5.1.8,BA.5.2.6,BA.5,XBB.1.9.1,XBB.1.5,XBB.1.16.15,XBB.1.16.11,XBB,XBB.1.9.2,XBB.1.5.72,XBB.1.5.70,HF.1,GK.1.1,EG.6.1,XBB.1.5.59,GK.2,CH.1.1,XBB.2.3.8,XBB.1.5.10,XBB.1.42.2,FE.1.1,FD.1.1,EU.1.1,XBB.1.5.1,FD.2,BF.7,BN.1,BA.2.75,BA.2.75.2,BA.4.6,BA.2.12.1,BF.11,BA.4,B.1.617.2,RF.5.4
2023-09-18,WY,892,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,63,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,207,1,0,0,30,12,61,1,84,102,1,0,12,4,4,1,1,5,34,42,9,24,26,11,9,8,17,9,10,1,4,3,2,5,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-19,WY,874,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,61,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,203,1,0,0,29,12,61,1,82,100,1,0,12,4,4,1,1,5,33,41,9,24,26,11,9,8,16,9,10,1,4,3,2,5,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-20,WY,857,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,59,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,199,1,0,0,28,12,60,1,81,98,1,0,12,4,4,1,1,5,32,39,9,23,25,10,8,7,16,9,9,1,3,3,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-21,WY,839,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,56,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,195,1,0,0,27,12,60,1,80,96,1,0,12,4,4,1,1,4,32,38,9,23,25,9,8,7,16,9,9,1,3,3,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-22,WY,822,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,54,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,191,1,0,0,26,12,59,1,78,94,1,0,12,4,4,1,1,4,31,36,9,22,24,9,8,7,15,9,9,1,3,3,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-23,WY,805,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,52,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,187,1,0,0,25,12,59,1,77,92,1,0,12,4,4,1,1,4,31,35,9,22,24,8,7,7,15,9,8,1,3,3,2,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-24,WY,803,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,51,0,0,0,0,0,0,2,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,187,1,0,0,25,13,60,1,77,92,1,0,12,5,5,1,1,4,31,34,9,22,24,7,7,7,15,9,8,1,3,3,2,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-25,WY,801,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50,0,0,0,0,0,0,2,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,187,1,0,0,24,13,60,1,77,92,1,0,12,5,5,1,1,4,30,33,9,22,24,7,7,7,15,9,8,1,3,3,2,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-26,WY,799,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,48,0,0,0,0,0,0,2,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,186,1,0,0,24,13,61,1,77,91,1,0,12,5,5,1,1,4,30,33,9,22,24,6,7,7,15,9,8,1,3,3,2,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-27,WY,797,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,47,0,0,0,0,0,0,2,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,186,1,0,0,23,14,62,1,77,91,1,0,12,5,5,1,1,4,30,32,10,22,24,6,7,6,14,10,8,1,3,3,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-28,WY,795,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,2,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,185,1,0,0,23,14,63,1,77,91,1,0,13,5,5,1,1,4,30,31,10,22,24,5,7,6,14,10,8,1,3,3,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-29,WY,794,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,0,0,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,185,1,0,0,22,14,63,1,77,91,1,0,13,5,5,1,1,4,30,30,10,22,24,5,6,6,14,10,8,1,3,3,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-30,WY,792,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,0,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,183,1,0,0,21,14,63,1,77,90,1,3,13,5,5,1,1,4,30,29,10,21,24,4,6,6,14,10,8,1,3,3,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-01,WY,786,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,2,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,180,1,0,0,21,14,64,1,75,89,1,3,13,6,6,1,1,4,30,29,10,22,23,4,6,6,14,10,7,1,3,3,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-02,WY,780,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,0,0,0,2,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,178,1,0,0,20,14,64,1,73,88,1,4,13,6,6,2,1,4,29,28,10,23,23,4,6,6,14,10,7,1,3,3,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-03,WY,775,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,0,0,0,2,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,175,1,0,0,20,14,64,1,72,87,1,4,13,7,7,2,1,4,29,27,10,23,22,4,6,6,13,10,7,1,3,3,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-04,WY,769,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,2,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,172,1,0,0,19,13,64,1,70,86,1,4,13,7,7,2,1,4,28,26,10,24,22,4,5,6,13,10,7,1,3,3,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-05,WY,763,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,2,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,170,1,0,0,19,13,64,1,68,85,1,4,14,7,8,2,1,4,28,26,10,24,21,4,5,6,13,10,7,1,2,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-06,WY,758,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,2,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,167,1,0,0,18,13,64,1,67,84,1,4,14,8,8,2,1,4,27,25,10,25,21,4,5,6,13,10,7,1,2,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-07,WY,752,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,2,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,164,1,0,0,17,13,64,1,65,83,1,5,14,8,8,2,1,4,27,24,10,26,20,4,5,5,12,10,7,0,2,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-08,WY,734,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,159,1,0,0,17,12,64,1,62,80,1,5,14,8,9,2,1,4,26,23,10,26,19,4,4,5,12,10,7,0,2,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-09,WY,715,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,153,1,0,0,16,12,63,1,60,78,1,5,14,8,9,2,1,3,25,22,10,26,19,3,4,5,11,10,6,0,2,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-10,WY,697,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,2,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,148,1,0,0,15,11,61,1,57,75,1,5,14,9,9,2,1,3,24,21,10,26,18,3,4,5,11,9,6,0,2,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-11,WY,679,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,2,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,143,1,0,0,14,11,60,1,55,73,1,5,13,9,9,2,1,3,23,20,10,26,17,3,4,5,11,9,6,0,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-12,WY,661,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,138,1,0,0,13,11,59,1,52,71,1,5,13,9,9,2,1,3,22,19,10,26,16,3,3,5,10,9,6,0,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-13,WY,642,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,133,1,0,0,13,10,58,1,50,69,1,5,13,9,9,2,1,3,21,18,10,26,16,3,3,4,10,9,6,0,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-14,WY,624,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,128,1,0,0,12,10,57,1,47,66,1,5,13,9,10,2,1,3,20,17,9,25,15,3,3,4,9,9,5,0,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-15,WY,620,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,126,1,0,0,12,10,57,1,46,66,1,5,13,9,10,2,1,3,20,16,10,26,15,3,3,4,9,9,5,0,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-16,WY,617,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,124,1,0,0,11,10,57,1,45,65,1,6,13,10,10,2,1,3,20,16,10,26,14,3,3,4,9,9,5,0,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-17,WY,613,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,122,1,0,0,11,9,58,1,44,64,1,6,13,10,11,2,1,3,19,15,10,27,14,3,3,4,9,9,5,0,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-18,WY,610,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,1,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,120,1,0,0,10,9,58,1,43,63,0,6,13,10,11,2,1,3,19,15,10,27,14,3,2,4,9,9,5,0,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-19,WY,606,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,1,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,119,0,0,0,10,9,58,1,41,63,0,6,14,10,11,2,1,3,19,14,10,28,13,3,2,4,9,9,5,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-20,WY,603,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,1,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,117,0,0,0,10,9,58,1,40,62,0,6,14,11,11,2,1,3,18,14,10,28,13,2,2,4,8,9,5,0,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-21,WY,599,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,115,0,0,0,9,9,58,1,39,61,0,6,14,11,12,2,1,3,18,13,10,28,13,2,2,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-22,WY,604,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,1,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,115,0,0,0,9,9,59,1,39,62,0,7,14,11,12,2,1,3,18,13,10,29,13,2,2,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-23,WY,608,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,1,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,114,0,0,0,9,9,60,1,38,62,0,7,14,12,13,3,1,3,18,12,10,30,12,2,2,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-24,WY,613,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,1,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,114,0,0,0,8,9,61,1,37,62,0,7,15,12,13,3,1,3,18,12,10,31,12,2,2,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-25,WY,617,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,1,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,114,1,0,0,8,9,62,1,37,62,0,7,15,13,14,3,1,3,18,12,11,32,12,2,1,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-26,WY,622,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,1,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,113,1,0,0,8,9,63,1,36,62,0,8,15,13,14,3,1,3,17,11,11,33,12,2,1,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-27,WY,626,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,1,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,113,1,0,0,7,9,64,1,35,62,0,8,16,14,15,3,1,3,17,11,11,33,12,2,1,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-28,WY,631,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,112,1,0,0,7,8,65,1,34,62,0,8,16,14,15,3,1,3,17,11,11,34,12,2,1,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-29,WY,638,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,113,1,0,0,7,8,65,1,34,62,0,9,16,14,15,3,1,3,17,11,11,34,12,2,1,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30,WY,644,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,113,1,0,0,7,8,66,1,34,62,1,9,16,15,16,3,1,3,17,11,12,34,12,2,1,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31,WY,651,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,18,0,0,0,0,0,0,2,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,113,1,0,0,7,8,66,1,34,62,1,9,16,15,16,3,1,3,17,11,12,34,12,2,1,4,8,9,5,0,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,WY,658,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,17,0,0,0,0,0,0,2,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,114,1,0,0,7,8,67,1,34,62,1,10,16,16,17,3,1,3,17,11,12,34,12,2,1,4,9,9,5,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,WY,664,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,17,0,0,0,0,0,0,2,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,114,1,0,0,7,8,68,1,34,62,1,10,16,17,17,3,1,3,17,11,12,34,12,2,1,4,9,9,4,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,WY,671,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,17,0,0,0,0,0,0,2,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,114,1,0,0,7,8,68,1,34,62,1,11,16,17,18,3,1,3,17,11,12,34,12,2,1,4,9,9,4,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,WY,678,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,17,0,0,0,0,0,0,2,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,114,1,0,0,7,8,69,1,33,62,1,11,16,18,18,3,1,3,17,11,13,33,12,2,1,4,9,9,4,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,WY,683,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,16,0,0,0,0,0,0,2,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,115,1,0,0,6,7,69,1,33,61,1,12,16,18,19,3,1,3,17,11,13,33,11,2,1,4,9,9,4,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
