Date,Region,Total_State_Infections,XFG.1.1,RW.1.1,XFZ,XFG,RV.1,XFG.6,XFG.2.5.1,XFG.14.1,SW.2,RK.1,PQ.2.1.6,PQ.17,Other,NB.1.8.1,BA.3.2,XFG.23.1.3,LF.7,PQ.2.8.1,NW.1,XFC,PQ.17.11,LF.7.9,KP.3.1.1,XFY,XFJ,XFG.10.4,JN.1,XFV,PA.1,LP.8.1,JN.1.16.1,BA.2,B.1.1.529,XFG.1,XBB.1.16,XDV.1,XEC.4,XEC,LF.7.7.1,KP.3,XEQ,BQ.1,MC.28.1,MC.10.1,LF.7.7.2,MC.1,LB.1.3.1,HV.1,XEK,MC.19,KS.1,LF.7.2.1,JN.1.16,LB.1,KV.2,KP.2,KP.1.1,KP.2.3,KP.1.1.3,JN.1.18.6,LP.1,JN.1.7,JN.1.11.1,LF.3.1,JN.1.13,KP.4.1,JN.1.18,KQ.1,KP.2.15,KP.1.2,KW.1.1,BA.2.86,XBB.1.5.68,JN.1.4.3,JN.1.32,JN.1.13.1,EG.5,BA.1.1,XDP,JN.1.8.1,XBB.1.16.1,GE.1,FL.1.5.1,BQ.1.1,XBB.2.3,XBB.1.16.6,XBB.1.16.17,JG.3,JF.1,JD.1.1,HK.3,EG.5.1.8,BA.5.2.6,BA.5,XBB.1.9.1,XBB.1.5,XBB.1.16.15,XBB.1.16.11,XBB,XBB.1.9.2,XBB.1.5.72,XBB.1.5.70,HF.1,GK.1.1,EG.6.1,XBB.1.5.59,GK.2,CH.1.1,XBB.2.3.8,XBB.1.5.10,XBB.1.42.2,FE.1.1,FD.1.1,BA.2.12.1,EU.1.1,XBB.1.5.1,FD.2,BN.1,BF.7,BA.2.75,BA.4.6,BA.2.75.2,BF.11,BA.4,B.1.617.2,RF.5.4
2022-11-08,CO,16419,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,135,0,0,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1644,0,0,0,0,0,0,0,0,271,10535,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,188,794,182,759,38,194,136,3,0
2022-11-09,CO,16924,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,135,0,0,0,0,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1792,0,0,0,0,0,0,0,0,284,10713,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,200,826,184,772,39,200,138,3,0
2022-11-10,CO,17428,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,134,0,0,0,0,0,0,0,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1946,0,0,0,0,0,0,0,0,297,10883,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,213,859,186,785,40,206,140,4,0
2022-11-11,CO,17933,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,134,0,0,0,0,0,0,0,0,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2105,0,0,0,0,0,0,0,0,310,11043,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,226,892,188,797,40,211,142,4,0
2022-11-12,CO,18438,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,133,0,0,0,0,0,0,0,0,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2270,0,0,0,0,0,0,0,0,324,11195,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,240,926,190,809,41,217,143,4,0
2022-11-13,CO,18576,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,129,0,0,0,0,0,0,0,0,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2394,0,0,0,0,0,0,0,0,331,11119,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,249,941,188,804,41,219,142,4,0
2022-11-14,CO,18715,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,125,0,0,0,0,0,0,0,0,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2519,0,0,0,0,0,0,0,0,339,11040,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,258,957,185,799,41,220,140,4,0
2022-11-15,CO,18853,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,121,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2646,0,0,0,0,0,0,0,0,346,10959,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,268,972,183,793,40,222,139,4,0
2022-11-16,CO,18991,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,117,0,0,0,0,0,0,0,0,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2775,0,0,0,0,0,0,0,0,354,10876,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,277,988,181,788,40,223,138,4,0
2022-11-17,CO,19130,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,113,0,0,0,0,0,0,0,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2905,0,0,0,0,0,0,0,0,361,10790,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,287,1004,178,782,40,224,136,4,0
2022-11-18,CO,19268,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,109,0,0,0,0,0,0,0,0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3037,0,0,0,0,0,0,0,0,369,10702,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,297,1020,176,777,40,226,135,4,0
2022-11-19,CO,19406,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,104,0,0,0,0,0,0,0,0,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3170,0,0,0,0,0,0,0,0,377,10611,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,307,1037,173,771,39,227,133,4,0
2022-11-20,CO,19572,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,100,0,0,0,0,0,0,0,0,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3310,0,0,0,0,0,0,0,0,385,10533,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,317,1055,171,766,39,229,132,4,0
2022-11-21,CO,19738,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,96,0,0,0,0,0,0,0,0,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3451,0,0,0,0,0,0,0,0,394,10452,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,328,1073,169,760,39,231,130,4,0
2022-11-22,CO,19904,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,92,0,0,0,0,0,0,0,0,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3595,0,0,0,0,0,0,0,0,403,10368,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,338,1091,166,755,39,233,129,4,0
2022-11-23,CO,20070,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,87,0,0,0,0,0,0,0,0,2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3740,0,0,0,0,0,0,0,0,411,10281,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,349,1109,164,749,39,234,127,4,0
2022-11-24,CO,20236,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,83,0,0,0,0,0,0,0,0,2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3888,0,0,0,0,0,0,0,0,420,10191,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,360,1128,161,744,38,236,126,4,0
2022-11-25,CO,20402,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,78,0,0,0,0,0,0,0,0,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4037,0,0,0,0,0,0,0,0,429,10099,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,371,1146,158,737,38,238,124,4,0
2022-11-26,CO,20568,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,73,0,0,0,0,0,0,0,0,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4181,0,0,0,0,0,0,0,0,437,9987,0,4,0,0,160,0,0,0,0,0,0,0,0,29,0,0,0,0,0,16,0,0,0,382,1163,155,730,38,239,122,4,0
2022-11-27,CO,19961,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,70,0,0,0,0,0,0,0,0,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4183,0,0,0,0,0,0,0,0,420,9548,0,10,0,0,168,0,0,0,0,0,0,0,0,29,0,0,0,0,0,15,0,0,0,376,1117,149,691,37,231,115,4,0
2022-11-28,CO,19353,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,67,0,0,0,0,0,0,0,0,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4178,0,0,0,0,0,0,0,0,403,9118,0,16,0,0,175,0,0,0,0,0,0,0,0,29,0,0,0,0,0,14,0,0,0,369,1072,143,653,36,222,109,4,0
2022-11-29,CO,18746,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,64,0,0,0,0,0,0,0,0,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4164,0,0,0,0,0,0,0,0,387,8697,0,21,0,0,182,0,0,0,0,0,0,0,0,29,0,0,0,0,0,14,0,0,0,363,1028,137,616,35,214,102,4,0
2022-11-30,CO,18139,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,61,0,0,0,0,0,0,0,0,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4143,0,0,0,0,0,0,0,0,370,8285,0,26,0,0,188,0,0,0,0,0,0,0,0,29,0,0,0,0,0,13,0,0,0,356,984,131,580,34,205,96,4,0
2022-12-01,CO,17531,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,58,0,0,0,0,0,0,0,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4115,0,0,0,0,0,0,0,0,354,7881,0,30,0,0,193,0,0,0,0,0,0,0,0,29,0,0,0,0,0,13,0,0,0,348,941,125,546,33,197,90,4,0
2022-12-02,CO,16924,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,55,0,0,0,0,0,0,0,0,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4078,0,0,0,0,0,0,0,0,338,7487,0,34,0,0,198,0,0,0,0,0,0,0,0,29,0,0,0,0,0,12,0,0,0,341,899,119,512,31,189,84,4,0
2022-12-03,CO,16317,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,52,0,0,0,0,0,0,0,0,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4034,0,0,0,0,0,0,0,0,323,7101,0,38,0,0,201,0,0,0,0,0,0,0,0,28,0,0,0,0,0,12,0,0,0,333,857,113,479,30,181,78,3,0
2022-12-04,CO,16211,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,51,0,0,0,0,0,0,0,0,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4110,0,0,0,0,0,0,0,0,317,6938,0,43,0,0,211,0,0,0,0,0,0,0,0,29,0,0,0,0,0,12,0,0,0,335,843,111,462,30,178,75,3,0
2022-12-05,CO,16106,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,50,0,0,0,0,0,0,0,0,2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4185,0,0,0,0,0,0,0,0,312,6777,0,47,0,0,220,0,0,0,0,0,0,0,0,29,0,0,0,0,0,12,0,0,0,337,828,109,445,30,176,72,3,0
2022-12-06,CO,16000,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,49,0,0,0,0,0,0,0,0,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4258,0,0,0,0,0,0,0,0,306,6618,0,52,0,0,229,0,0,0,0,0,0,0,0,30,0,0,0,0,0,11,0,0,0,339,813,107,428,30,173,69,3,0
2022-12-07,CO,15895,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,48,0,0,0,0,0,0,0,0,2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4329,0,0,0,0,0,0,0,0,301,6460,0,56,0,0,238,0,0,0,0,0,0,0,0,30,0,0,0,0,0,11,0,0,0,341,799,105,411,30,171,66,3,0
2022-12-08,CO,15790,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,47,0,0,0,0,0,0,0,0,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,295,6303,0,61,0,0,246,0,0,0,0,0,0,0,0,31,0,0,0,0,0,11,0,0,0,342,785,102,394,30,169,63,3,0
2022-12-09,CO,15684,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,45,0,0,0,0,0,0,0,0,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4469,0,0,0,0,0,0,0,0,290,6148,0,65,0,0,255,0,0,0,0,0,0,0,0,31,0,0,0,0,0,11,0,0,0,344,770,100,378,30,166,60,3,0
2022-12-10,CO,15579,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,44,0,0,0,0,0,0,0,0,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4537,0,0,0,0,0,0,0,0,285,5995,0,69,0,0,264,0,0,0,0,0,0,0,0,32,0,0,0,0,0,11,0,0,0,346,756,98,362,29,164,57,3,0
2022-12-11,CO,15318,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,43,0,0,0,0,0,0,0,0,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4557,0,0,0,0,0,0,0,0,277,5784,0,73,0,0,269,0,0,0,0,0,0,0,0,32,0,0,0,0,0,11,0,0,0,344,735,95,342,29,160,53,3,0
2022-12-12,CO,15057,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,41,0,0,0,0,0,0,0,0,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4574,0,0,0,0,0,0,0,0,269,5577,0,76,0,0,274,0,0,0,0,0,0,0,0,32,0,0,0,0,0,10,0,0,0,342,714,92,323,28,156,50,3,0
2022-12-13,CO,14797,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,40,0,0,0,0,0,0,0,0,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4588,0,0,0,0,0,0,0,0,261,5374,0,79,0,0,279,0,0,0,0,0,0,0,0,32,0,0,0,0,0,10,0,0,0,340,693,89,305,28,152,47,3,0
2022-12-14,CO,14536,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,38,0,0,0,0,0,0,0,0,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4598,0,0,0,0,0,0,0,0,253,5175,0,82,0,0,284,0,0,0,0,0,0,0,0,32,0,0,0,0,0,10,0,0,0,338,672,87,287,28,148,43,3,0
2022-12-15,CO,14275,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,37,0,0,0,0,0,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4606,0,0,0,0,0,0,0,0,246,4980,0,85,0,0,288,0,0,0,0,0,0,0,0,32,0,0,0,0,0,10,0,0,0,336,652,84,269,27,145,40,3,0
2022-12-16,CO,14015,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,36,0,0,0,0,0,0,0,0,2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4609,0,0,0,0,0,0,0,0,238,4788,0,88,0,0,292,0,0,0,0,0,0,0,0,32,0,0,0,0,0,9,0,0,0,333,632,81,252,27,141,37,3,0
2022-12-17,CO,13754,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,34,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4610,0,0,0,0,0,0,0,0,231,4600,0,90,0,0,296,0,0,0,0,0,0,0,0,32,0,0,0,0,0,9,0,0,0,330,613,78,235,26,137,34,3,0
2022-12-18,CO,13442,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,33,0,0,0,0,0,0,0,0,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4590,0,0,0,0,0,0,0,0,223,4399,0,92,0,0,298,0,0,0,0,0,0,0,0,32,0,0,0,0,0,9,0,0,0,326,591,75,218,26,133,31,3,0
2022-12-19,CO,13131,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,31,0,0,0,0,0,0,0,0,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4566,0,0,0,0,0,0,0,0,215,4202,0,94,0,0,300,0,0,0,0,0,0,0,0,32,0,0,0,0,0,9,0,0,0,322,570,72,202,25,129,28,3,0
2022-12-20,CO,12819,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,30,0,0,0,0,0,0,0,0,2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4538,0,0,0,0,0,0,0,0,207,4010,0,96,0,0,301,0,0,0,0,0,0,0,0,32,0,0,0,0,0,8,0,0,0,318,549,70,186,25,125,26,3,0
2022-12-21,CO,12508,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,29,0,0,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4507,0,0,0,0,0,0,0,0,199,3823,0,97,0,0,302,0,0,0,0,0,0,0,0,32,0,0,0,0,0,8,0,0,0,313,528,67,170,24,121,23,3,0
2022-12-22,CO,12196,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,27,0,0,0,0,0,0,0,0,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4471,0,0,0,0,0,0,0,0,192,3640,0,99,0,0,302,0,0,0,0,0,0,0,0,31,0,0,0,0,0,8,0,0,0,309,508,64,155,23,117,20,3,0
2022-12-23,CO,11884,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,26,0,0,0,0,0,0,0,0,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4431,0,0,0,0,0,0,0,0,184,3461,0,100,0,0,302,0,0,0,0,0,0,0,0,31,0,0,0,0,0,8,0,0,0,304,489,61,141,23,113,18,3,0
2022-12-24,CO,11573,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,25,0,0,0,0,0,0,0,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4388,0,0,0,0,0,0,0,0,177,3287,0,101,0,0,302,0,0,0,0,0,0,0,0,31,0,0,0,0,0,7,0,0,0,299,469,59,127,22,109,16,3,0
2022-12-25,CO,11619,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,24,0,0,0,0,0,0,0,0,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4434,0,0,0,0,0,0,0,0,174,3244,0,158,0,0,304,0,0,0,0,0,0,0,0,34,0,0,0,0,0,7,0,0,0,301,466,58,126,22,107,0,0,0
